date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:53:39	20972/20972	---M--	200	added ('OK')	image/jpeg	etag:%225d899b384049db07e9b761c0a89dbd93%22	http://cdn.calm.com/images/scene-bg-YCVYr0Jfds.jpg?v=1417688418031	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-YCVYr0Jfdsf4f2.jpg	(from https://www.calm.com/)
13:53:40	17379/17379	---M--	200	added ('OK')	image/jpeg	etag:%221b8d2baaf2ded64ad8abaeb463af6cfe%22	http://cdn.calm.com/images/scene-bg-6pNLkdGkUn.jpg?v=1417688434087	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-6pNLkdGkUne570.jpg	(from https://www.calm.com/)
13:53:41	16606/16606	---M--	200	added ('OK')	image/jpeg	etag:%22faae888272fca00d2c45724c3fc1a681%22	http://cdn.calm.com/images/scene-bg-smAoIf46ts.jpg?v=1417688448016	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-smAoIf46ts9c68.jpg	(from https://www.calm.com/)
13:53:41	23167/23167	---M--	200	added ('OK')	image/jpeg	etag:%22052292d756795109da6e25043e4d58ca%22	http://cdn.calm.com/images/scene-bg-cfLUgx4Iku.jpg?v=1417688440194	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-cfLUgx4Iku8b08.jpg	(from https://www.calm.com/)
13:53:42	14554/14554	---M--	200	added ('OK')	image/jpeg	etag:%2251ada87a0cccd2f6082165683a2485a3%22	http://cdn.calm.com/images/scene-bg-CGiZGKhiiO.jpg?v=1417688456673	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-CGiZGKhiiOe54e.jpg	(from https://www.calm.com/)
13:53:44	12796/12796	---M--	200	added ('OK')	image/jpeg	etag:%22db5ce33664e16bd5eb62db3cfd835b0f%22	http://cdn.calm.com/images/scene-bg-8a1JV90qHM.jpg?v=1417688479225	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-8a1JV90qHM34f5.jpg	(from https://www.calm.com/)
13:53:44	18217/18217	---M--	200	added ('OK')	image/jpeg	etag:%221bfbc95fc6af583ac8698cecce3a8b1d%22	http://cdn.calm.com/images/scene-bg-csSdMlJp8O.jpg?v=1417688463578	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-csSdMlJp8O1cc7.jpg	(from https://www.calm.com/)
13:53:45	15783/15783	---M--	200	added ('OK')	image/jpeg	etag:%227e7422b02e4fc3360c57e9d1916056fa%22	http://cdn.calm.com/images/scene-bg-PUUMUgXlHH.jpg?v=1417688470790	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-PUUMUgXlHH0ee7.jpg	(from https://www.calm.com/)
13:53:47	9268/9268	---M--	200	added ('OK')	image/jpeg	etag:%222ccadc7d64dbcf320841d1c88d17dc59%22	http://cdn.calm.com/images/scene-bg-Sv6DCFeoWF.jpg?v=1417688499431	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-Sv6DCFeoWFf52c.jpg	(from https://www.calm.com/)
13:53:47	18724/18724	---M--	200	added ('OK')	image/jpeg	etag:%227c010c009d8d38c0316fff451ff39b7f%22	http://cdn.calm.com/images/scene-bg-D6OMYcLR5C.jpg?v=1417688486312	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-D6OMYcLR5Ce37d.jpg	(from https://www.calm.com/)
13:53:48	133191/133191	---M--	200	added ('OK')	image/png	etag:%225deb1edbb4bec68cfc93b6e9a0eb5362%22	http://cdn.calm.com/images/scene-bg-nEiN7iOVb3.png?v=1424734030166	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-nEiN7iOVb34e7d.png	(from https://www.calm.com/)
13:53:48	24681/24681	---M--	200	added ('OK')	image/jpeg	etag:%22eeb1ce4ee33417b53e609f8026a0909d%22	http://cdn.calm.com/images/scene-bg-AI2PpDVaKc.jpg?v=1417688494199	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-AI2PpDVaKc69c0.jpg	(from https://www.calm.com/)
13:53:48	11327/11327	---M--	200	added ('OK')	image/jpeg	etag:%2287732e59cc7c2fce2a1276e8fba1d33a%22	http://cdn.calm.com/images/scene-bg-osO7wV86cD.jpg?v=1417688511337	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-osO7wV86cD6077.jpg	(from https://www.calm.com/)
13:53:49	15361/15361	---M--	200	added ('OK')	image/jpeg	etag:%221741b2c5adb323af3ecb77d539442165%22	http://cdn.calm.com/images/scene-bg-4tL5muEo3Q.jpg?v=1417688518742	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-4tL5muEo3Q533d.jpg	(from https://www.calm.com/)
13:53:51	16605/16605	---M--	200	added ('OK')	image/jpeg	etag:%229e321696bf4ec98e890389fb784c626e%22	http://cdn.calm.com/images/scene-bg-X2nUnvVWn7.jpg?v=1417688528899	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-X2nUnvVWn71ba7.jpg	(from https://www.calm.com/)
13:53:52	15403/15403	---M--	200	added ('OK')	image/jpeg	etag:%22c17a0a9cb7f5a649b6af21629512d835%22	http://cdn.calm.com/images/scene-bg-eYdtM75nU8.jpg?v=1417688547554	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-eYdtM75nU82203.jpg	(from https://www.calm.com/)
13:53:52	20079/20079	---M--	200	added ('OK')	image/jpeg	etag:%22385e043783d399ba42111dfed09051e7%22	http://cdn.calm.com/images/scene-bg-UGH2oUBMyM.jpg?v=1417688537836	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-UGH2oUBMyM86fd.jpg	(from https://www.calm.com/)
13:53:53	21731/21731	---M--	200	added ('OK')	image/jpeg	etag:%22497f7e7233403781536b21ba631ade40%22	http://cdn.calm.com/images/scene-bg-I4xUtlrUoW.jpg?v=1417688557499	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-I4xUtlrUoWcf41.jpg	(from https://www.calm.com/)
13:53:53	13358/13358	---M--	200	added ('OK')	image/jpeg	etag:%220a0f1e8b944ef56025d46824c265c966%22	http://cdn.calm.com/images/scene-bg-7EIjhZ98C7.jpg?v=1417688565784	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-7EIjhZ98C759d0.jpg	(from https://www.calm.com/)
13:53:53	10882/10882	---M--	200	added ('OK')	image/jpeg	etag:%2217b4acc02952d01e768070ded7bd873c%22	http://cdn.calm.com/images/scene-bg-J4oaJdMWZU.jpg?v=1417688574517	E:/Ung%20dung/Calm/cdn.calm.com/images/scene-bg-J4oaJdMWZUe5e0.jpg	(from https://www.calm.com/)
13:53:55	44077/44077	---M--	200	added ('OK')	image/png	etag:W/%22ac2d-158467a8f38%22	https://www.calm.com/images/sprites/calm-loader.png?c77467d4aaadff2df7b71fb1a35669fd	E:/Ung%20dung/Calm/www.calm.com/images/sprites/calm-loader1b0a.png	(from https://www.calm.com/css/homepage.css)
13:53:55	1053279/1053279	---MCZ	200	added ('OK')	application/javascript	etag:W/%2210125f-158467a1df0%22	https://www.calm.com/js/homepage.js	E:/Ung%20dung/Calm/www.calm.com/js/homepage.js	(from https://www.calm.com/)
13:53:56	12696/12696	---M--	200	added ('OK')	application/font-woff	etag:W/%223198-158467a1df0%22	https://www.calm.com/fonts/Avenir-Light.woff?580f8eed988eb568494ee2cb2ea29ca5	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Light188a.woff	(from https://www.calm.com/css/homepage.css)
13:53:56	8976/8976	---M--	200	added ('OK')	application/font-woff2	etag:W/%222310-158467a1df0%22	https://www.calm.com/fonts/Avenir-Light.woff2?4000417411368b1d9c6207deb4f67228	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Lightbfa0.woff2	(from https://www.calm.com/css/homepage.css)
13:53:57	22376/22376	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225768-158467a1df0%22	https://www.calm.com/fonts/Avenir-Light.ttf?cc499ca16cf13081da994eb312d12754	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Lightca3c.ttf	(from https://www.calm.com/css/homepage.css)
13:53:57	12836/12836	---M--	200	added ('OK')	application/font-woff	etag:W/%223224-158467a1df0%22	https://www.calm.com/fonts/Avenir-Book.woff?8415529a1be80bf799bd95dbfd1f6372	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Bookc1a1.woff	(from https://www.calm.com/css/homepage.css)
13:53:57	9116/9116	---M--	200	added ('OK')	application/font-woff2	etag:W/%22239c-158467a1df0%22	https://www.calm.com/fonts/Avenir-Book.woff2?2a60bba22c3080072dd58d5c3e6bb4d0	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Booka376.woff2	(from https://www.calm.com/css/homepage.css)
13:53:58	22576/22576	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225830-158467a1df0%22	https://www.calm.com/fonts/Avenir-Book.ttf?40e0c89becd5905fc4e3d52f11fd4daf	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Bookde21.ttf	(from https://www.calm.com/css/homepage.css)
13:53:58	12872/12872	---M--	200	added ('OK')	application/font-woff	etag:W/%223248-158467a1df0%22	https://www.calm.com/fonts/Avenir-Roman.woff?28e6ed00bdd9a19b1ca6f37b77d255ab	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Romand69b.woff	(from https://www.calm.com/css/homepage.css)
13:53:58	9204/9204	---M--	200	added ('OK')	application/font-woff2	etag:W/%2223f4-158467a1df0%22	https://www.calm.com/fonts/Avenir-Roman.woff2?87d3f4e05b24943828d7b50c91aa9696	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Romane071.woff2	(from https://www.calm.com/css/homepage.css)
13:53:59	22484/22484	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2257d4-158467a1df0%22	https://www.calm.com/fonts/Avenir-Roman.ttf?0f8150354cb7eaad6063a7e303317a45	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Roman412d.ttf	(from https://www.calm.com/css/homepage.css)
13:53:59	12820/12820	---M--	200	added ('OK')	application/font-woff	etag:W/%223214-158467a1df0%22	https://www.calm.com/fonts/Avenir-Medium.woff?1240d3c60853d706349288584b5aa409	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Mediumffbe.woff	(from https://www.calm.com/css/homepage.css)
13:53:59	9068/9068	---M--	200	added ('OK')	application/font-woff2	etag:W/%22236c-158467a1df0%22	https://www.calm.com/fonts/Avenir-Medium.woff2?1ea0519cde4c2521ba2d7893e3054191	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Medium1a6b.woff2	(from https://www.calm.com/css/homepage.css)
13:54:00	22220/22220	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2256cc-158467a1df0%22	https://www.calm.com/fonts/Avenir-Medium.ttf?18bf7c3a68f048c9092defc2ceac34f4	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Medium4edd.ttf	(from https://www.calm.com/css/homepage.css)
13:54:00	12760/12760	---M--	200	added ('OK')	application/font-woff	etag:W/%2231d8-158467a1df0%22	https://www.calm.com/fonts/Avenir-Heavy.woff?3d19fdd566d8bd2d08d9f79e31040b95	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Heavye398.woff	(from https://www.calm.com/css/homepage.css)
13:54:01	9044/9044	---M--	200	added ('OK')	application/font-woff2	etag:W/%222354-158467a1df0%22	https://www.calm.com/fonts/Avenir-Heavy.woff2?cc249f5a1a7e3b28d31dec29b323bb0f	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Heavy005c.woff2	(from https://www.calm.com/css/homepage.css)
13:54:01	22216/22216	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2256c8-158467a1df0%22	https://www.calm.com/fonts/Avenir-Heavy.ttf?9c353158913427ed46d0ad2eb686a1d3	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Heavyf3b8.ttf	(from https://www.calm.com/css/homepage.css)
13:54:02	12660/12660	---M--	200	added ('OK')	application/font-woff	etag:W/%223174-158467a1df0%22	https://www.calm.com/fonts/Avenir-Black.woff?c503cc77dbeb7b3c067074eb0edcba1b	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Blackb19e.woff	(from https://www.calm.com/css/homepage.css)
13:54:03	8940/8940	---M--	200	added ('OK')	application/font-woff2	etag:W/%2222ec-158467a1df0%22	https://www.calm.com/fonts/Avenir-Black.woff2?4984f80cf00ee5e41d0395bc5e4a811e	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Blacka8f7.woff2	(from https://www.calm.com/css/homepage.css)
13:54:04	22168/22168	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225698-158467a1df0%22	https://www.calm.com/fonts/Avenir-Black.ttf?016b9c26311e168587a9881c84b1b3f0	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Black0aa3.ttf	(from https://www.calm.com/css/homepage.css)
13:54:05	34784/34784	---M--	200	added ('OK')	application/font-woff	etag:W/%2287e0-158467a1df0%22	https://www.calm.com/fonts/Avenir-LightOblique.woff?b3bb1e7bc39667dcbd7cf4efa63ba61c	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-LightOblique4a2e.woff	(from https://www.calm.com/css/homepage.css)
13:54:06	23512/23512	---M--	200	added ('OK')	application/font-woff2	etag:W/%225bd8-158467a1df0%22	https://www.calm.com/fonts/Avenir-LightOblique.woff2?0e09cd939f780594aab791527b6a2295	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-LightOblique4c34.woff2	(from https://www.calm.com/css/homepage.css)
13:54:06	77496/77496	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2212eb8-158467a1df0%22	https://www.calm.com/fonts/Avenir-LightOblique.ttf?339656b083229f832c813d1155cb36b7	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-LightOblique2d3d.ttf	(from https://www.calm.com/css/homepage.css)
13:54:07	66932/66932	---M--	200	added ('OK')	application/font-woff	etag:W/%2210574-158467a1df0%22	https://www.calm.com/fonts/Avenir-BookOblique.woff?a657daff31b8963be5b2a0c7da8107ce	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-BookOblique950d.woff	(from https://www.calm.com/css/homepage.css)
13:54:07	47772/47772	---M--	200	added ('OK')	application/font-woff2	etag:W/%22ba9c-158467a1df0%22	https://www.calm.com/fonts/Avenir-BookOblique.woff2?096e1c3b31641b74708aad7bc929aa26	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-BookOblique4480.woff2	(from https://www.calm.com/css/homepage.css)
13:54:07	32296/32296	---M--	200	added ('OK')	application/font-woff	etag:W/%227e28-158467a1df0%22	https://www.calm.com/fonts/Avenir-Oblique.woff?b53dbca5651a3ee85675a5582434463a	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Obliquea7f5.woff	(from https://www.calm.com/css/homepage.css)
13:54:08	22732/22732	---M--	200	added ('OK')	application/font-woff2	etag:W/%2258cc-158467a1df0%22	https://www.calm.com/fonts/Avenir-Oblique.woff2?bf4bd3dc1c9102bec87aae273dba379d	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Obliquef1aa.woff2	(from https://www.calm.com/css/homepage.css)
13:54:08	150804/150804	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2224d14-158467a1df0%22	https://www.calm.com/fonts/Avenir-BookOblique.ttf?e58b9edac88919d80a1db6a1b3cd67c3	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-BookOblique9047.ttf	(from https://www.calm.com/css/homepage.css)
13:54:08	70932/70932	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2211514-158467a1df0%22	https://www.calm.com/fonts/Avenir-Oblique.ttf?de6a146b1922ed520ea86648154a7577	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-Oblique7bdd.ttf	(from https://www.calm.com/css/homepage.css)
13:54:09	59216/59216	---M--	200	added ('OK')	application/font-woff	etag:W/%22e750-158467a1df0%22	https://www.calm.com/fonts/Avenir-MediumOblique.woff?40cd8b7d32187710aa528bb0d0c03d4e	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-MediumOblique5d07.woff	(from https://www.calm.com/css/homepage.css)
13:54:09	42556/42556	---M--	200	added ('OK')	application/font-woff2	etag:W/%22a63c-158467a1df0%22	https://www.calm.com/fonts/Avenir-MediumOblique.woff2?f5b3f232fd665d7a687469f21d596b70	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-MediumOblique683c.woff2	(from https://www.calm.com/css/homepage.css)
13:54:09	29432/29432	---M--	200	added ('OK')	application/font-woff	etag:W/%2272f8-158467a1df0%22	https://www.calm.com/fonts/Avenir-HeavyOblique.woff?bd962e3c371f3433f2e9b718abec747d	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-HeavyOblique4313.woff	(from https://www.calm.com/css/homepage.css)
13:54:10	129120/129120	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%221f860-158467a1df0%22	https://www.calm.com/fonts/Avenir-MediumOblique.ttf?345c580d9a7eaa1d3e4016e27a4af7fe	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-MediumObliqueb68c.ttf	(from https://www.calm.com/css/homepage.css)
13:54:10	21856/21856	---M--	200	added ('OK')	application/font-woff2	etag:W/%225560-158467a1df0%22	https://www.calm.com/fonts/Avenir-HeavyOblique.woff2?a40f19f9fd82f2fdb3912d8069a579a1	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-HeavyObliquee5ac.woff2	(from https://www.calm.com/css/homepage.css)
13:54:10	63400/63400	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22f7a8-158467a1df0%22	https://www.calm.com/fonts/Avenir-HeavyOblique.ttf?c8201fdd50f6a0ef414785eb32f0f4c2	E:/Ung%20dung/Calm/www.calm.com/fonts/Avenir-HeavyOblique4525.ttf	(from https://www.calm.com/css/homepage.css)
